1;3.1415927e+00;1.5117361e-01;1.5117368e-01;1.5117361e-01
2;3.1415927e+00;1.0347428e-01;1.0347428e-01;1.0347428e-01
3;3.1415927e+00;7.8417070e-02;7.8416996e-02;7.8417070e-02
4;3.1415927e+00;6.3053980e-02;6.3054137e-02;6.3053980e-02
5;3.1415927e+00;5.2695032e-02;5.2694958e-02;5.2695032e-02
6;3.1415927e+00;4.5246463e-02;4.5246616e-02;4.5246463e-02
7;3.1415927e+00;3.9636169e-02;3.9636016e-02;3.9636169e-02
8;3.1415927e+00;3.5260271e-02;3.5260499e-02;3.5260271e-02
9;3.1415927e+00;3.1752307e-02;3.1752080e-02;3.1752307e-02
10;3.1415927e+00;2.8878143e-02;2.8878447e-02;2.8878143e-02
11;3.1415927e+00;2.6480084e-02;2.6479781e-02;2.6480084e-02
12;3.1415927e+00;2.4449525e-02;2.4449753e-02;2.4449449e-02
13;3.1415927e+00;2.2707468e-02;2.2707239e-02;2.2707542e-02
14;3.1415927e+00;2.1197367e-02;2.1197520e-02;2.1197293e-02
15;3.1415927e+00;1.9874912e-02;1.9874761e-02;1.9874988e-02
16;3.1415927e+00;1.8708067e-02;1.8708220e-02;1.8707993e-02
17;3.1415927e+00;1.7670203e-02;1.7670050e-02;1.7670279e-02
18;3.1415927e+00;1.6741656e-02;1.6741809e-02;1.6741581e-02
19;3.1415927e+00;1.5905509e-02;1.5905358e-02;1.5905585e-02
20;3.1415927e+00;1.5149084e-02;1.5149236e-02;1.5149084e-02
21;3.1415927e+00;1.4461152e-02;1.4461000e-02;1.4461152e-02
22;3.1415927e+00;1.3833058e-02;1.3833286e-02;1.3833058e-02
23;3.1415927e+00;1.3257141e-02;1.3256914e-02;1.3257141e-02
24;3.1415927e+00;1.2727327e-02;1.2727554e-02;1.2727327e-02
25;3.1415927e+00;1.2238153e-02;1.2237926e-02;1.2238153e-02
26;3.1415927e+00;1.1785216e-02;1.1785519e-02;1.1785216e-02
27;3.1415927e+00;1.1364572e-02;1.1364268e-02;1.1364572e-02
28;3.1415927e+00;1.0972954e-02;1.0973334e-02;1.0973031e-02
29;3.1415927e+00;1.0607407e-02;1.0607028e-02;1.0607332e-02
30;3.1415927e+00;1.0265347e-02;1.0265727e-02;1.0265423e-02
31;3.1415927e+00;9.9448031e-03;9.9444240e-03;9.9447276e-03
32;3.1415927e+00;9.6434960e-03;9.6439514e-03;9.6435715e-03
33;3.1415927e+00;9.3600638e-03;9.3596084e-03;9.3599875e-03
34;3.1415927e+00;9.0926792e-03;9.0931347e-03;9.0927547e-03
35;3.1415927e+00;8.8402862e-03;8.8398308e-03;8.8402098e-03
36;3.1415927e+00;8.6013610e-03;8.6017400e-03;8.6014364e-03
37;3.1415927e+00;8.3751502e-03;8.3747711e-03;8.3750738e-03
38;3.1415927e+00;8.1604347e-03;8.1608137e-03;8.1605101e-03
39;3.1415927e+00;7.9565356e-03;7.9561556e-03;7.9564592e-03
40;3.1415927e+00;7.7624619e-03;7.7628414e-03;7.7625378e-03
41;3.1415927e+00;7.5777634e-03;7.5774598e-03;7.5776875e-03
42;3.1415927e+00;7.4015246e-03;7.4019036e-03;7.4016005e-03
43;3.1415927e+00;7.2334460e-03;7.2330665e-03;7.2333701e-03
44;3.1415927e+00;7.0726126e-03;7.0729922e-03;7.0726885e-03
45;3.1415927e+00;6.9190296e-03;6.9187260e-03;6.9189537e-03
46;3.1415927e+00;6.7717051e-03;6.7720087e-03;6.7717810e-03
47;3.1415927e+00;6.6307955e-03;6.6304919e-03;6.6307196e-03
48;3.1415927e+00;6.4953859e-03;6.4956136e-03;6.4954618e-03
49;3.1415927e+00;6.3656326e-03;6.3653290e-03;6.3655567e-03
50;3.1415927e+00;6.2406957e-03;6.2410752e-03;6.2407716e-03
51;3.1415927e+00;6.1208843e-03;6.1205048e-03;6.1208084e-03
52;3.1415927e+00;6.0052061e-03;6.0056616e-03;6.0052820e-03
53;3.1415927e+00;5.8941976e-03;5.8937422e-03;5.8941217e-03
54;3.1415927e+00;5.7868678e-03;5.7873987e-03;5.7869437e-03
55;3.1415927e+00;5.6837522e-03;5.6832209e-03;5.6836763e-03
56;3.1415927e+00;5.5838590e-03;5.5843145e-03;5.5839350e-03
57;3.1415927e+00;5.4878015e-03;5.4872702e-03;5.4877256e-03
58;3.1415927e+00;5.3945873e-03;5.3951940e-03;5.3946632e-03
59;3.1415927e+00;5.3049042e-03;5.3043729e-03;5.3048283e-03
60;3.1415927e+00;5.2177613e-03;5.2182167e-03;5.2178372e-03
61;3.1415927e+00;5.1337699e-03;5.1333145e-03;5.1336940e-03
62;3.1415927e+00;5.0521670e-03;5.0526224e-03;5.0522429e-03
63;3.1415927e+00;4.9733366e-03;4.9728812e-03;4.9732607e-03
64;3.1415927e+00;4.8967423e-03;4.8971977e-03;4.8968182e-03
65;3.1415927e+00;4.8226169e-03;4.8221615e-03;4.8225410e-03
66;3.1415927e+00;4.7505763e-03;4.7510318e-03;4.7507281e-03
67;3.1415927e+00;4.6808524e-03;4.6803975e-03;4.6807006e-03
68;3.1415927e+00;4.6128342e-03;4.6133650e-03;4.6129860e-03
69;3.1415927e+00;4.5471326e-03;4.5466772e-03;4.5469808e-03
70;3.1415927e+00;4.4829086e-03;4.4834400e-03;4.4830604e-03
71;3.1415927e+00;4.4208500e-03;4.4203945e-03;4.4206982e-03
72;3.1415927e+00;4.3601170e-03;4.3604965e-03;4.3602688e-03
73;3.1415927e+00;4.3013976e-03;4.3009422e-03;4.3012458e-03
74;3.1415927e+00;4.2438521e-03;4.2442316e-03;4.2439280e-03
75;3.1415927e+00;4.1881683e-03;4.1878647e-03;4.1880924e-03
76;3.1415927e+00;4.1336585e-03;4.1340380e-03;4.1337344e-03
77;3.1415927e+00;4.0807826e-03;4.0804031e-03;4.0807067e-03
78;3.1415927e+00;4.0290048e-03;4.0294598e-03;4.0290807e-03
79;3.1415927e+00;3.9787851e-03;3.9784056e-03;3.9787092e-03
80;3.1415927e+00;3.9295116e-03;3.9298912e-03;3.9296634e-03
81;3.1415927e+00;3.8817963e-03;3.8814170e-03;3.8816445e-03
82;3.1415927e+00;3.8347996e-03;3.8351791e-03;3.8349514e-03
83;3.1415927e+00;3.7893611e-03;3.7889816e-03;3.7892093e-03
84;3.1415927e+00;3.7445652e-03;3.7450206e-03;3.7447170e-03
85;3.1415927e+00;3.7012517e-03;3.7007963e-03;3.7010999e-03
86;3.1415927e+00;3.6585049e-03;3.6591119e-03;3.6586565e-03
87;3.1415927e+00;3.6171644e-03;3.6165572e-03;3.6170126e-03
88;3.1415927e+00;3.5763148e-03;3.5769979e-03;3.5763907e-03
89;3.1415927e+00;3.5367201e-03;3.5361128e-03;3.5366442e-03
90;3.1415927e+00;3.4977677e-03;3.4983747e-03;3.4978436e-03
91;3.1415927e+00;3.4598424e-03;3.4591595e-03;3.4597665e-03
92;3.1415927e+00;3.4225597e-03;3.4232428e-03;3.4226356e-03
93;3.1415927e+00;3.3862281e-03;3.3855452e-03;3.3861522e-03
94;3.1415927e+00;3.3504632e-03;3.3511464e-03;3.3506150e-03
95;3.1415927e+00;3.3157254e-03;3.3149666e-03;3.3155736e-03
96;3.1415927e+00;3.2814024e-03;3.2820855e-03;3.2815542e-03
97;3.1415927e+00;3.2480308e-03;3.2474236e-03;3.2478790e-03
98;3.1415927e+00;3.2151497e-03;3.2157567e-03;3.2153015e-03
99;3.1415927e+00;3.1830680e-03;3.1824608e-03;3.1829162e-03
100;3.1415927e+00;3.1514771e-03;3.1520084e-03;3.1515530e-03
101;3.1415927e+00;3.1206098e-03;3.1200785e-03;3.1205339e-03
102;3.1415927e+00;3.0903090e-03;3.0908403e-03;3.0903849e-03
103;3.1415927e+00;3.0605800e-03;3.0601246e-03;3.0605041e-03
104;3.1415927e+00;3.0314934e-03;3.0317970e-03;3.0315693e-03
105;3.1415927e+00;3.0028268e-03;3.0024475e-03;3.0027509e-03
106;3.1415927e+00;2.9748029e-03;2.9753342e-03;2.9749547e-03
107;3.1415927e+00;2.9472746e-03;2.9467435e-03;2.9471230e-03
108;3.1415927e+00;2.9201615e-03;2.9208444e-03;2.9203130e-03
109;3.1415927e+00;2.8936956e-03;2.8930127e-03;2.8935438e-03
110;3.1415927e+00;2.8675690e-03;2.8683278e-03;2.8677208e-03
111;3.1415927e+00;2.8420140e-03;2.8412549e-03;2.8418622e-03
112;3.1415927e+00;2.8167979e-03;2.8174808e-03;2.8169497e-03
113;3.1415927e+00;2.7921535e-03;2.7914704e-03;2.7920017e-03
114;3.1415927e+00;2.7678481e-03;2.7686071e-03;2.7679999e-03
115;3.1415927e+00;2.7440386e-03;2.7432039e-03;2.7438868e-03
116;3.1415927e+00;2.7204922e-03;2.7212510e-03;2.7206440e-03
117;3.1415927e+00;2.6975174e-03;2.6967586e-03;2.6973656e-03
118;3.1415927e+00;2.6748057e-03;2.6754129e-03;2.6749575e-03
119;3.1415927e+00;2.6525899e-03;2.6519829e-03;2.6524381e-03
120;3.1415927e+00;2.6305614e-03;2.6312445e-03;2.6307132e-03
121;3.1415927e+00;2.6091044e-03;2.6084215e-03;2.6089526e-03
122;3.1415927e+00;2.5877589e-03;2.5885936e-03;2.5879105e-03
123;3.1415927e+00;2.5670608e-03;2.5662261e-03;2.5669090e-03
124;3.1415927e+00;2.5463223e-03;2.5473090e-03;2.5464741e-03
125;3.1415927e+00;2.5263075e-03;2.5253966e-03;2.5261557e-03
126;3.1415927e+00;2.5062519e-03;2.5070866e-03;2.5064037e-03
127;3.1415927e+00;2.4868441e-03;2.4860851e-03;2.4866923e-03
128;3.1415927e+00;2.4673957e-03;2.4680786e-03;2.4675475e-03
129;3.1415927e+00;2.4485949e-03;2.4478361e-03;2.4484433e-03
130;3.1415927e+00;2.4297538e-03;2.4304369e-03;2.4299056e-03
131;3.1415927e+00;2.4114843e-03;2.4108014e-03;2.4113324e-03
132;3.1415927e+00;2.3931742e-03;2.3940091e-03;2.3933260e-03
133;3.1415927e+00;2.3755119e-03;2.3746772e-03;2.3753601e-03
134;3.1415927e+00;2.3577332e-03;2.3584922e-03;2.3578850e-03
135;3.1415927e+00;2.3406022e-03;2.3397673e-03;2.3404504e-03
136;3.1415927e+00;2.3232787e-03;2.3241895e-03;2.3234305e-03
137;3.1415927e+00;2.3066788e-03;2.3057682e-03;2.3065270e-03
138;3.1415927e+00;2.2898866e-03;2.2907974e-03;2.2899625e-03
139;3.1415927e+00;2.2736662e-03;2.2728315e-03;2.2735903e-03
140;3.1415927e+00;2.2574053e-03;2.2581643e-03;2.2574812e-03
141;3.1415927e+00;2.2416404e-03;2.2409572e-03;2.2415644e-03
142;3.1415927e+00;2.2258346e-03;2.2265937e-03;2.2259105e-03
143;3.1415927e+00;2.2105249e-03;2.2098420e-03;2.2104490e-03
144;3.1415927e+00;2.1951748e-03;2.1957818e-03;2.1952507e-03
145;3.1415927e+00;2.1802445e-03;2.1796373e-03;2.1801686e-03
146;3.1415927e+00;2.1652738e-03;2.1658808e-03;2.1653497e-03
147;3.1415927e+00;2.1507987e-03;2.1501917e-03;2.1507228e-03
148;3.1415927e+00;2.1362074e-03;2.1367387e-03;2.1362833e-03
149;3.1415927e+00;2.1221119e-03;2.1216567e-03;2.1220359e-03
150;3.1415927e+00;2.1079001e-03;2.1085073e-03;2.1079760e-03
151;3.1415927e+00;2.0941840e-03;2.0935768e-03;2.0941081e-03
152;3.1415927e+00;2.0803516e-03;2.0810347e-03;2.0804275e-03
153;3.1415927e+00;2.0670150e-03;2.0662562e-03;2.0669391e-03
154;3.1415927e+00;2.0534862e-03;2.0543211e-03;2.0535621e-03
155;3.1415927e+00;2.0405292e-03;2.0396942e-03;2.0404533e-03
156;3.1415927e+00;2.0273039e-03;2.0280627e-03;2.0273798e-03
157;3.1415927e+00;2.0147262e-03;2.0140433e-03;2.0146503e-03
158;3.1415927e+00;2.0018045e-03;2.0024115e-03;2.0018804e-03
159;3.1415927e+00;1.9895304e-03;1.9889991e-03;1.9894545e-03
160;3.1415927e+00;1.9769121e-03;1.9773676e-03;1.9770639e-03
161;3.1415927e+00;1.9650175e-03;1.9645623e-03;1.9648657e-03
162;3.1415927e+00;1.9526271e-03;1.9532342e-03;1.9527789e-03
163;3.1415927e+00;1.9410361e-03;1.9404289e-03;1.9408843e-03
